Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2017,Northern,Hospitalised,25 to 29,Male,Driver,34
2017,Central,Medically treated,30 to 39,Male,Passenger,17
2017,Central,Medically treated,17 to 24,Male,Driver,55
2017,Central,Minor injury,40 to 49,Female,Passenger,10
2017,Southern,Minor injury,0 to 16,Male,Bicyclist,2
2017,Southern,Hospitalised,30 to 39,Female,Passenger,9
2017,Northern,Hospitalised,40 to 49,Male,Bicyclist,6
2015,Southern,Hospitalised,60 to 74,Male,Pedestrian,1
2017,South Eastern,Minor injury,40 to 49,Male,Driver,56
2017,Northern,Minor injury,0 to 16,Female,Passenger,16
2017,Central,Hospitalised,25 to 29,Female,Driver,33
2017,Northern,Medically treated,75 and over,Female,Driver,6
2016,Central,Minor injury,30 to 39,Male,Motorcyclist,5
2017,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,3
2017,South Eastern,Fatality,17 to 24,Male,Driver,2
2017,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
2013,South Eastern,Minor injury,0 to 16,Male,Passenger,10
2017,Southern,Minor injury,50 to 59,Female,Motorcyclist,2
2017,Brisbane,Minor injury,50 to 59,Female,Driver,41
2017,Central,Hospitalised,50 to 59,Female,Bicyclist,2
2017,Central,Minor injury,75 and over,Male,Driver,6
2017,Southern,Hospitalised,0 to 16,Female,Passenger,26
2017,Northern,Hospitalised,17 to 24,Male,Pedestrian,2
2013,Central,Medically treated,0 to 16,Male,Pedestrian,9
2016,Central,Hospitalised,Unknown,Male,Passenger,1
2016,Northern,Minor injury,0 to 16,Male,Motorcyclist,1
2017,Northern,Minor injury,17 to 24,Female,Passenger,7
2017,Central,Fatality,40 to 49,Male,Motorcyclist,3
2017,Central,Hospitalised,30 to 39,Female,Passenger,11
2017,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,12
2017,South Eastern,Minor injury,60 to 74,Male,Bicyclist,4
2017,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,11
2017,Northern,Hospitalised,50 to 59,Female,Motorcyclist,5
2017,Central,Fatality,40 to 49,Male,Driver,5
2017,Central,Hospitalised,40 to 49,Female,Motorcyclist,5
2017,South Eastern,Hospitalised,40 to 49,Male,Passenger,8
2017,Brisbane,Medically treated,25 to 29,Female,Pedestrian,5
2017,Northern,Medically treated,30 to 39,Male,Bicyclist,3
2016,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,2
2017,Central,Medically treated,17 to 24,Male,Motorcyclist,7
2017,Brisbane,Medically treated,50 to 59,Male,Passenger,7
2015,Northern,Medically treated,50 to 59,Female,Pedestrian,1
2017,Northern,Hospitalised,50 to 59,Female,Pedestrian,1
2017,South Eastern,Hospitalised,25 to 29,Male,Bicyclist,5
2017,Northern,Hospitalised,60 to 74,Female,Bicyclist,1
2017,Northern,Medically treated,50 to 59,Male,Motorcyclist,7
2017,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
2017,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,3
2017,South Eastern,Medically treated,40 to 49,Male,Pedestrian,3
2017,Brisbane,Minor injury,40 to 49,Male,Bicyclist,10
2017,Brisbane,Minor injury,60 to 74,Male,Passenger,5
2017,Southern,Hospitalised,0 to 16,Male,Pedestrian,10
2017,Central,Minor injury,40 to 49,Male,Motorcyclist,3
2017,South Eastern,Minor injury,75 and over,Female,Passenger,4
2017,Central,Hospitalised,0 to 16,Male,Driver,1
2017,Central,Medically treated,60 to 74,Female,Motorcyclist,2
2017,Northern,Hospitalised,0 to 16,Male,Motorcyclist,8
2017,Central,Medically treated,0 to 16,Female,Driver,1
2015,South Eastern,Minor injury,30 to 39,Male,Passenger,3
2016,South Eastern,Minor injury,17 to 24,Male,Motorcyclist,2
2016,South Eastern,Minor injury,30 to 39,Male,Passenger,3
2017,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,2
2016,Southern,Minor injury,40 to 49,Female,Passenger,4
2016,South Eastern,Medically treated,30 to 39,Female,Pedestrian,3
2017,Southern,Hospitalised,50 to 59,Male,Passenger,6
2016,South Eastern,Hospitalised,75 and over,Male,Motorcyclist,1
2017,Central,Fatality,30 to 39,Male,Driver,4
2016,Southern,Minor injury,0 to 16,Male,Motorcyclist,1
2016,South Eastern,Medically treated,40 to 49,Male,Pedestrian,2
2016,South Eastern,Hospitalised,25 to 29,Female,Passenger,8
2016,Northern,Minor injury,25 to 29,Male,Passenger,2
2017,South Eastern,Hospitalised,Unknown,Female,Passenger,1
2016,Central,Hospitalised,25 to 29,Female,Pedestrian,2
2017,South Eastern,Minor injury,40 to 49,Female,Bicyclist,2
2016,South Eastern,Minor injury,40 to 49,Male,Bicyclist,6
2017,Central,Medically treated,17 to 24,Female,Pedestrian,3
2001,South Eastern,Medically treated,30 to 39,Female,Pedestrian,4
2001,Brisbane,Minor injury,0 to 16,Female,Pedestrian,5
2001,Southern,Medically treated,30 to 39,Female,Passenger,16
2001,Northern,Medically treated,25 to 29,Female,Bicyclist,1
2002,Northern,Medically treated,40 to 49,Male,Pedestrian,3
2001,Southern,Medically treated,17 to 24,Female,Pedestrian,4
2001,Northern,Hospitalised,30 to 39,Female,Bicyclist,2
2001,South Eastern,Minor injury,0 to 16,Female,Bicyclist,2
2001,South Eastern,Medically treated,40 to 49,Female,Bicyclist,1
2002,Central,Medically treated,0 to 16,Male,Motorcyclist,3
2002,Southern,Hospitalised,17 to 24,Male,Bicyclist,2
2001,Central,Medically treated,75 and over,Male,Passenger,2
2002,South Eastern,Minor injury,17 to 24,Female,Pedestrian,2
2002,Central,Medically treated,30 to 39,Female,Bicyclist,3
2002,South Eastern,Medically treated,75 and over,Female,Driver,5
2003,Central,Medically treated,0 to 16,Male,Motorcyclist,2
2003,Unknown,Minor injury,40 to 49,Female,Passenger,1
2003,Northern,Minor injury,17 to 24,Male,Pedestrian,3
2003,Southern,Hospitalised,30 to 39,Male,Pedestrian,3
2003,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,7
2003,Southern,Minor injury,60 to 74,Male,Motorcyclist,1
2003,Northern,Medically treated,75 and over,Female,Driver,3
2003,Northern,Minor injury,25 to 29,Female,Passenger,6
2003,Unknown,Hospitalised,30 to 39,Male,Driver,3
2004,Southern,Fatality,60 to 74,Female,Driver,1
2004,South Eastern,Hospitalised,25 to 29,Female,Bicyclist,1
2004,Southern,Minor injury,50 to 59,Male,Motorcyclist,1
2004,Central,Fatality,60 to 74,Female,Passenger,3
2004,Southern,Fatality,17 to 24,Female,Passenger,4
2005,Northern,Fatality,30 to 39,Female,Driver,3
2005,Central,Minor injury,17 to 24,Male,Bicyclist,1
2005,Southern,Hospitalised,60 to 74,Female,Motorcyclist,1
2005,Northern,Minor injury,30 to 39,Female,Passenger,7
2005,South Eastern,Hospitalised,50 to 59,Female,Motorcyclist,1
2005,South Eastern,Fatality,0 to 16,Female,Pedestrian,1
2007,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,5
2007,Northern,Medically treated,75 and over,Male,Passenger,2
2005,Central,Hospitalised,Unknown,Male,Passenger,1
2007,Northern,Medically treated,50 to 59,Male,Motorcyclist,9
2007,Brisbane,Fatality,50 to 59,Male,Bicyclist,1
2007,Central,Hospitalised,0 to 16,Male,Driver,2
2006,Unknown,Hospitalised,0 to 16,Male,Passenger,3
2006,Southern,Hospitalised,17 to 24,Female,Motorcyclist,2
2007,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,2
2007,Northern,Minor injury,30 to 39,Male,Bicyclist,5
2008,Southern,Hospitalised,75 and over,Male,Bicyclist,1
2006,Central,Medically treated,0 to 16,Female,Bicyclist,1
2006,Central,Minor injury,17 to 24,Female,Motorcyclist,2
2006,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,1
2007,Southern,Medically treated,60 to 74,Male,Motorcyclist,5
2005,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,3
2009,Southern,Minor injury,50 to 59,Female,Motorcyclist,1
2009,Central,Hospitalised,17 to 24,Male,Pedestrian,10
2011,Northern,Minor injury,40 to 49,Male,Pedestrian,1
2008,Northern,Medically treated,25 to 29,Male,Pedestrian,1
2009,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,6
2008,South Eastern,Hospitalised,Unknown,Female,Passenger,1
2009,Southern,Hospitalised,0 to 16,Male,Pedestrian,9
2009,Central,Hospitalised,0 to 16,Male,Driver,3
2008,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,4
2008,Southern,Hospitalised,60 to 74,Female,Motorcyclist,1
2010,Central,Minor injury,40 to 49,Male,Bicyclist,5
2009,South Eastern,Medically treated,Unknown,Female,Motorcyclist,1
2009,Central,Medically treated,0 to 16,Female,Motorcyclist,1
2010,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,4
2008,Brisbane,Medically treated,75 and over,Female,Passenger,12
2009,South Eastern,Hospitalised,25 to 29,Male,Passenger,3
2009,Northern,Minor injury,0 to 16,Male,Pedestrian,2
2009,Southern,Hospitalised,50 to 59,Female,Motorcyclist,4
2009,Southern,Medically treated,0 to 16,Female,Driver,1
2009,Northern,Medically treated,75 and over,Male,Pedestrian,2
2009,Southern,Fatality,30 to 39,Female,Driver,2
2008,Central,Hospitalised,60 to 74,Female,Bicyclist,2
2008,Northern,Minor injury,50 to 59,Male,Bicyclist,2
2012,Northern,Hospitalised,50 to 59,Female,Pedestrian,2
2011,Southern,Minor injury,30 to 39,Female,Motorcyclist,1
2011,Northern,Hospitalised,17 to 24,Female,Bicyclist,2
2012,Southern,Hospitalised,30 to 39,Unknown,Pedestrian,1
2012,Unknown,Hospitalised,50 to 59,Female,Bicyclist,1
2012,Central,Fatality,30 to 39,Male,Driver,4
2012,South Eastern,Hospitalised,0 to 16,Male,Driver,3
2011,South Eastern,Minor injury,30 to 39,Male,Bicyclist,4
2010,Central,Medically treated,25 to 29,Female,Motorcyclist,1
2011,Central,Medically treated,40 to 49,Male,Bicyclist,3
2011,Central,Medically treated,50 to 59,Female,Motorcyclist,2
2011,South Eastern,Minor injury,40 to 49,Female,Bicyclist,1
2014,Northern,Fatality,50 to 59,Male,Driver,2
2011,Central,Minor injury,17 to 24,Male,Motorcyclist,3
2011,South Eastern,Minor injury,Unknown,Male,Passenger,4
2013,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,5
2013,Northern,Fatality,60 to 74,Female,Passenger,1
2013,Central,Fatality,25 to 29,Male,Motorcyclist,3
2011,Central,Medically treated,25 to 29,Unknown,Passenger,1
2012,Central,Medically treated,Unknown,Male,Passenger,1
2011,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,4
2016,South Eastern,Medically treated,50 to 59,Male,Passenger,5
2013,Central,Medically treated,0 to 16,Female,Bicyclist,1
2016,Southern,Minor injury,75 and over,Male,Passenger,1
2016,South Eastern,Minor injury,25 to 29,Female,Passenger,8
2016,Central,Fatality,0 to 16,Male,Motorcyclist,1
2014,Southern,Medically treated,60 to 74,Male,Bicyclist,2
2015,Central,Minor injury,50 to 59,Female,Passenger,4
2015,Southern,Medically treated,60 to 74,Male,Motorcyclist,7
2016,Central,Hospitalised,75 and over,Female,Pedestrian,2
2016,Southern,Fatality,17 to 24,Male,Motorcyclist,3
2016,Southern,Fatality,75 and over,Male,Driver,5
2016,Southern,Fatality,60 to 74,Female,Driver,1
2014,Northern,Hospitalised,40 to 49,Male,Pedestrian,5
2012,Northern,Minor injury,30 to 39,Male,Pedestrian,1
2014,Southern,Hospitalised,Unknown,Male,Driver,1
2014,Central,Medically treated,Unknown,Male,Motorcyclist,1
2014,Northern,Hospitalised,50 to 59,Male,Pedestrian,2
2014,Central,Medically treated,30 to 39,Female,Motorcyclist,1
2017,Southern,Fatality,50 to 59,Female,Driver,1
2017,Southern,Hospitalised,30 to 39,Male,Bicyclist,3
2017,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,11
2014,Northern,Hospitalised,0 to 16,Female,Motorcyclist,2
2017,Northern,Minor injury,17 to 24,Female,Bicyclist,1
2017,Northern,Minor injury,25 to 29,Male,Pedestrian,2
2016,Central,Hospitalised,50 to 59,Female,Other,1
2011,Southern,Medically treated,Unknown,Male,Passenger,2
2006,Brisbane,Minor injury,Unknown,Male,Passenger,7
2008,Brisbane,Hospitalised,Unknown,Male,Bicyclist,1
2003,South Eastern,Minor injury,Unknown,Male,Passenger,2
2002,Southern,Minor injury,Unknown,Male,Passenger,2
2011,Central,Medically treated,Unknown,Male,Passenger,4
2005,Central,Minor injury,Unknown,Male,Bicyclist,2
2002,South Eastern,Minor injury,Unknown,Male,Driver,1
2001,Brisbane,Minor injury,Unknown,Male,Driver,1
2001,Central,Minor injury,Unknown,Male,Bicyclist,3
2007,Central,Minor injury,Unknown,Male,Bicyclist,1
2006,Central,Medically treated,Unknown,Male,Passenger,3
2004,Southern,Medically treated,Unknown,Male,Bicyclist,1
2013,Northern,Medically treated,Unknown,Male,Passenger,1
2003,Brisbane,Minor injury,Unknown,Male,Motorcyclist,1
2008,Southern,Medically treated,Unknown,Male,Passenger,2
2006,Central,Minor injury,Unknown,Male,Passenger,1
2005,Brisbane,Minor injury,Unknown,Male,Motorcyclist,3
2010,Central,Minor injury,Unknown,Male,Motorcyclist,1
2001,South Eastern,Minor injury,Unknown,Male,Driver,2
2007,Northern,Minor injury,Unknown,Male,Bicyclist,1
2012,South Eastern,Medically treated,Unknown,Male,Pedestrian,1
2003,Southern,Hospitalised,Unknown,Male,Bicyclist,1
2006,South Eastern,Minor injury,Unknown,Male,Bicyclist,1
2001,Southern,Medically treated,75 and over,Male,Pedestrian,1
2001,South Eastern,Minor injury,50 to 59,Male,Pedestrian,2
2001,Central,Hospitalised,25 to 29,Female,Passenger,7
2002,Southern,Minor injury,25 to 29,Male,Bicyclist,2
2002,South Eastern,Medically treated,0 to 16,Female,Bicyclist,6
2002,Central,Minor injury,25 to 29,Male,Bicyclist,5
2002,Southern,Medically treated,40 to 49,Female,Bicyclist,2
2002,Central,Minor injury,50 to 59,Male,Motorcyclist,5
2003,Brisbane,Fatality,50 to 59,Male,Driver,2
2002,South Eastern,Minor injury,0 to 16,Male,Pedestrian,4
2003,Central,Fatality,75 and over,Male,Pedestrian,1
2003,South Eastern,Minor injury,25 to 29,Male,Bicyclist,2
2003,Southern,Minor injury,75 and over,Female,Driver,5
2004,South Eastern,Hospitalised,50 to 59,Female,Motorcyclist,1
2004,Central,Fatality,60 to 74,Male,Bicyclist,1
2004,Northern,Minor injury,17 to 24,Male,Bicyclist,7
2004,Southern,Fatality,30 to 39,Male,Driver,8
2004,Northern,Medically treated,50 to 59,Male,Passenger,3
2004,Southern,Hospitalised,40 to 49,Male,Other,1
2004,Northern,Hospitalised,25 to 29,Female,Motorcyclist,2
2005,South Eastern,Fatality,25 to 29,Male,Motorcyclist,2
2005,Brisbane,Medically treated,40 to 49,Female,Pedestrian,5
2005,South Eastern,Minor injury,17 to 24,Female,Pedestrian,1
2005,Northern,Hospitalised,40 to 49,Male,Passenger,7
2005,Northern,Hospitalised,25 to 29,Female,Motorcyclist,1
2008,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
2006,Central,Minor injury,17 to 24,Female,Bicyclist,2
2006,Northern,Minor injury,0 to 16,Male,Driver,1
2008,Northern,Fatality,17 to 24,Male,Driver,2
2006,South Eastern,Hospitalised,75 and over,Male,Passenger,1
2006,Northern,Fatality,75 and over,Female,Pedestrian,1
2007,Northern,Hospitalised,17 to 24,Female,Motorcyclist,2
2007,Central,Minor injury,30 to 39,Female,Motorcyclist,5
2007,Southern,Hospitalised,60 to 74,Female,Motorcyclist,2
2007,Northern,Minor injury,60 to 74,Male,Passenger,4
2007,Northern,Hospitalised,75 and over,Male,Passenger,1
2010,Southern,Hospitalised,50 to 59,Male,Bicyclist,3
2010,Southern,Minor injury,75 and over,Female,Passenger,2
2009,Northern,Fatality,75 and over,Male,Motorcyclist,1
2008,Northern,Hospitalised,40 to 49,Female,Pedestrian,3
2008,South Eastern,Minor injury,17 to 24,Female,Bicyclist,1
2009,Northern,Minor injury,60 to 74,Male,Pedestrian,1
2008,Northern,Medically treated,60 to 74,Male,Bicyclist,2
2010,South Eastern,Hospitalised,40 to 49,Female,Pedestrian,1
2010,Northern,Hospitalised,50 to 59,Male,Pedestrian,1
2008,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,1
2008,Southern,Hospitalised,25 to 29,Female,Motorcyclist,4
2008,Brisbane,Minor injury,75 and over,Female,Pedestrian,1
2012,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,3
2012,Brisbane,Hospitalised,75 and over,Male,Passenger,4
2012,Brisbane,Minor injury,17 to 24,Male,Pedestrian,5
2012,South Eastern,Minor injury,75 and over,Female,Driver,3
2011,South Eastern,Medically treated,50 to 59,Male,Passenger,5
2011,Central,Fatality,40 to 49,Male,Passenger,1
2011,Brisbane,Minor injury,60 to 74,Female,Pedestrian,1
2009,South Eastern,Medically treated,75 and over,Male,Pedestrian,1
2010,South Eastern,Minor injury,25 to 29,Male,Bicyclist,1
2013,Unknown,Hospitalised,75 and over,Male,Driver,1
2014,Southern,Fatality,30 to 39,Male,Motorcyclist,1
2014,Central,Fatality,17 to 24,Male,Motorcyclist,2
2013,Southern,Hospitalised,30 to 39,Female,Pedestrian,2
2013,Unknown,Minor injury,30 to 39,Female,Driver,1
2013,Southern,Hospitalised,25 to 29,Female,Pedestrian,1
2013,South Eastern,Hospitalised,0 to 16,Male,Motorcyclist,1
2013,Northern,Medically treated,60 to 74,Male,Passenger,6
2015,Central,Hospitalised,50 to 59,Male,Bicyclist,4
2016,Southern,Medically treated,40 to 49,Male,Bicyclist,6
2015,South Eastern,Minor injury,0 to 16,Female,Bicyclist,1
2016,Northern,Medically treated,30 to 39,Unknown,Passenger,1
2015,South Eastern,Hospitalised,25 to 29,Female,Motorcyclist,3
2015,Southern,Medically treated,25 to 29,Female,Motorcyclist,1
2016,South Eastern,Fatality,75 and over,Male,Driver,1
2015,Northern,Hospitalised,17 to 24,Female,Pedestrian,3
2014,Central,Medically treated,0 to 16,Male,Driver,2
2015,Central,Medically treated,60 to 74,Female,Motorcyclist,1
2013,Central,Medically treated,75 and over,Male,Passenger,2
2013,Central,Medically treated,25 to 29,Unknown,Driver,1
2013,Northern,Medically treated,50 to 59,Female,Pedestrian,1
2013,Central,Medically treated,50 to 59,Female,Pedestrian,3
2017,Northern,Hospitalised,60 to 74,Male,Passenger,2
2017,South Eastern,Hospitalised,17 to 24,Female,Bicyclist,1
2017,South Eastern,Medically treated,25 to 29,Male,Pedestrian,2
2017,Southern,Hospitalised,17 to 24,Male,Pedestrian,4
2015,South Eastern,Minor injury,60 to 74,Male,Pedestrian,1
2015,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
2016,Central,Minor injury,50 to 59,Male,Passenger,3
2017,Northern,Hospitalised,25 to 29,Male,Other,1
2015,Brisbane,Minor injury,40 to 49,Male,Bicyclist,7
2017,Central,Hospitalised,30 to 39,Female,Pedestrian,2
2013,Brisbane,Minor injury,Unknown,Unknown,Driver,1
2001,Southern,Fatality,30 to 39,Female,Other,1
2001,Northern,Minor injury,60 to 74,Male,Other,1
2001,Northern,Hospitalised,60 to 74,Male,Bicyclist,2
2002,South Eastern,Minor injury,25 to 29,Male,Passenger,6
2002,Unknown,Hospitalised,50 to 59,Male,Pedestrian,1
2002,Central,Fatality,30 to 39,Female,Passenger,1
2002,Northern,Minor injury,40 to 49,Male,Bicyclist,1
2003,Northern,Medically treated,30 to 39,Male,Pedestrian,4
2002,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,2
2002,Southern,Hospitalised,50 to 59,Female,Bicyclist,1
2003,Unknown,Medically treated,25 to 29,Male,Motorcyclist,1
2004,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,1
2003,Northern,Hospitalised,75 and over,Female,Pedestrian,2
2004,Southern,Medically treated,30 to 39,Female,Motorcyclist,1
2004,Southern,Fatality,60 to 74,Male,Driver,3
2004,Southern,Medically treated,75 and over,Male,Passenger,4
2005,Southern,Minor injury,75 and over,Male,Driver,4
2008,South Eastern,Fatality,17 to 24,Male,Motorcyclist,3
2006,Central,Fatality,75 and over,Male,Pedestrian,2
2008,South Eastern,Fatality,30 to 39,Male,Passenger,1
2008,Central,Hospitalised,30 to 39,Male,Pedestrian,3
2006,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
2006,Southern,Minor injury,0 to 16,Male,Motorcyclist,1
2007,Brisbane,Hospitalised,Unknown,Male,Pedestrian,1
2007,Brisbane,Fatality,75 and over,Female,Passenger,2
2007,South Eastern,Fatality,25 to 29,Male,Motorcyclist,2
2008,Southern,Fatality,60 to 74,Female,Driver,2
2007,Central,Minor injury,60 to 74,Male,Bicyclist,1
2005,Southern,Medically treated,0 to 16,Female,Bicyclist,6
2009,Northern,Medically treated,40 to 49,Female,Pedestrian,1
2009,Northern,Medically treated,60 to 74,Male,Passenger,5
